,College Name and Program,Country,CourseURL,Degree,Duration,Duration Unit,ECTS Credits,Experience_In Years,FeeAmount,FeeCurrency,FeeUnit,TOEFL IBT,desc,name
978,['University of Tulsa'],United States,http://www.mastersportal.eu/studies/138922/geophysics.html,msc,,,,,1176,USD,module,79,"This graduate degree in Geophysics from the University of Tulsa prepares students for the role of a geophysicist who studies the Earth using gravity, magnetic, electrical, and seismic methods.",Geophysics
979,"['Florida Atlantic University', 'Navitas at FAU']",United States,http://www.mastersportal.eu/studies/151293/science.html,premaster,12,months,,,18750,USD,full,,The Pre-Master's Program (PMP) in Science is designed to give you the skills to succeed in your graduate degree program. The program offers study skill and research classes as well as for-credit classes in your chosen degree.,Science
980,['Laurentian University'],Canada,http://www.mastersportal.eu/studies/144527/physics.html,msc,,,,,7066,CAD,year,88,The Master of Science in Physics is offered by the Laurentian University.,Physics
981,['Ryerson University'],Canada,http://www.mastersportal.eu/studies/97588/biomedical-physics.html,msc,24,months,,,20502,USD,year,93,"Pursue specialized research opportunities in medical imaging, treatment modalities, trace element detection and computational physics.",Biomedical Physics
982,"['University of California, Davis']",United States,http://www.mastersportal.eu/studies/112092/physics.html,,,,,,28267,USD,year,80,"The department offers two Master's degree programs, which typically take 4-6 quarters to complete. Plan I requires 32 quarter hours of graduate coursework and a Master's thesis. Plan II requires 36 quarter hours of graduate coursework and passing a comprehensive exam. There is no foreign language requirement.",Physics
983,"['Karlsruhe Institute of Technology (KIT)', 'Karlsruhe School of Optics & Photonics (KSOP)']",Germany,http://www.mastersportal.eu/studies/4707/optics-and-photonics.html,msc,24,months,120,,1500,EUR,semester,88,"The Masters program in Optics and Photonics from Karlsruhe Institute of Technology (KIT) is for students with an accomplished degree in natural or engineering . Candidates with other equivalent but less common degrees (e.g. Mechatronic, Nanotechnology) will also be considered.",Optics and Photonics
984,['University of Massachusetts Lowell'],United States,http://www.mastersportal.eu/studies/97783/medical-physics.html,msc,36,months,,,25853,USD,year,80,"The University of Massachusetts Lowell’s Department of Physics and Applied Physics offers M.S. and Ph.D. degrees in Medical Physics, both accredited by the Commission on Accreditation of Medical Physics Educational Programs (CAMPEP). ",Medical Physics
985,"['Faculty of Science', 'University of Bath']",United Kingdom,http://www.mastersportal.eu/studies/88864/mathematics-and-physics-five-years-with-placement.html,msc,60,months,,,17000,GBP,year,90,"Master the logic, rigour and proof of mathematics alongside the universal principles of physics to prepare you for a wide range of careers.",Mathematics and Physics - Five Years with Placement
986,"['Aix-Marseille University', 'EuroPhotonics programmes']",France,http://www.mastersportal.eu/studies/22238/europhotonics-master-in-photonics-engineering-nanophotonics-and-biophotonics.html,msc,24,months,120,,,,,,"The Master for Photonics Engineering, Nanophotonics and Biophotonics covers one of the most expanding field in physics and material sciences, dealing with the control, manipulation and monitoring of light and its interaction with matter.","EUROPHOTONICS - Master in Photonics Engineering, Nanophotonics and Biophotonics"
987,['University of Central Lancashire (UCLAN)'],United Kingdom,http://www.mastersportal.eu/studies/140981/instrumental-analysis.html,msc,12,months,,,12950,GBP,year,91,The fundamental ethos of the Instrumental Analysis course from University of Central Lancashire (UCLAN) is to underpin the theoretical knowledge gained within the class room with extensive laboratory sessions.,Instrumental Analysis
988,"['Lund University', 'Faculty of Science']",Sweden,http://www.mastersportal.eu/studies/38491/physics.html,msc,24,months,120,,29705,EUR,full,90,At the Department of Astronomy and Theoretical Physics together with the Department of Physics in Lund University we offer a broad Physics (Theoretical Physics Specialisation) programme covering a wide range of topics in theoretical and mathematical physics.,Physics (Theoretical Physics Specialisation)
989,['University of Western Ontario'],Canada,http://www.mastersportal.eu/studies/69123/physics.html,msc,24,months,,,,,,86,The department offers programs in both physics and astronomy leading to MSc and PhD degrees.,Physics
990,"['School of Science and Engineering', 'Reykjavík University']",Iceland,http://www.mastersportal.eu/studies/32801/civil-engineering-with-concrete-technology.html,msc,24,months,120,,9760,EUR,year,87,"The programme is run in cooperation with the IBRI Rheo Center of Excellence, a leading research institute in materials science run jointly by Reykjavik University and the Innovation Centre of Iceland, and is heavily research based.",Civil Engineering with  Concrete Technology
991,['Columbia University'],United States,http://www.mastersportal.eu/studies/74535/philosophical-foundations-of-physics.html,ma,12,months,,,27180,USD,semester,100,"The program is designed to meet the needs of gifted students who are intrigued by, and want to participate in, the growing scholarly interest in the relationship between the philosophy of science and the foundations of physics.",Philosophical Foundations of Physics
992,['Liverpool John Moores University'],United Kingdom,http://www.mastersportal.eu/studies/140517/observational-astrophysics.html,msc,12,months,,,6100,GBP,year,,This innovative MSc in Observational Physics is delivered by world leading academics at Liverpool John Moores University. The Masters degree includes access to LJMU's research class robotic Liverpool Telescope and is designed as a route to PhD study.,Observational Astrophysics
993,"['University of Applied Sciences and Arts Western Switzerland', 'Laboratory of Applied NanoSciences']",Switzerland,http://www.mastersportal.eu/studies/36279/advanced-studies-in-nano-and-micro-technology.html,,24,months,60,,10999,EUR,full,,"The Master in Micro and Nanotechnologies offers an interdisciplinary education with courses in mechanical and electrical engineering, materials science, as well as physics, biochemistry and computational science. it is Professional Learning Environment that acts as a catalyst for the exponential growth of students’ academic as well as extracurricular abilities.",Advanced Studies in Nano and Micro Technology (MAS - NMT)
